5x5.results;5x5.times;10x10.results;10x10.times;15x15.results;15x15.times
240.0;0.03672528266906738;1011.0;0.27334094047546387;2332.0;0.6348178386688232
241.0;0.026131868362426758;1004.0;0.5525009632110596;2348.0;0.6078877449035645
238.0;0.029565811157226562;1011.0;0.16355276107788086;2343.0;0.48762083053588867
241.0;0.03829813003540039;1001.0;0.16524696350097656;2339.0;0.2834470272064209
242.0;0.03631424903869629;1014.0;0.29147911071777344;2332.0;0.35900211334228516
244.0;0.03869295120239258;1008.0;0.2823011875152588;2334.0;0.4776120185852051
243.0;0.026646137237548828;1004.0;0.5618870258331299;2345.0;0.3598949909210205
244.0;0.040673017501831055;1003.0;0.15287995338439941;2323.0;0.579517126083374
237.0;0.022316694259643555;1013.0;0.15063095092773438;2350.0;0.49489617347717285
242.0;0.02175307273864746;1001.0;0.15604376792907715;2348.0;0.5766372680664062
238.0;0.04314994812011719;1010.0;0.19093894958496094;2337.0;0.5174851417541504
246.0;0.02188897132873535;1007.0;0.38225412368774414;2349.0;0.31485581398010254
237.0;0.04068875312805176;997.0;0.4225270748138428;2347.0;0.4211850166320801
248.0;0.026626110076904297;1015.0;0.16373395919799805;2344.0;0.27603769302368164
247.0;0.03348684310913086;997.0;0.28232407569885254;2328.0;0.5110030174255371
243.0;0.026702165603637695;996.0;0.5093770027160645;2325.0;0.5742640495300293
246.0;0.02670001983642578;1003.0;0.3486020565032959;2325.0;0.464069128036499
241.0;0.03150320053100586;992.0;0.6601040363311768;2323.0;0.611626148223877
237.0;0.027592182159423828;995.0;0.25005006790161133;2338.0;0.6760950088500977
240.0;0.027615785598754883;1004.0;0.31844091415405273;2348.0;0.3121662139892578
244.0;0.019688129425048828;997.0;0.1748957633972168;2346.0;0.45752716064453125
241.0;0.02945709228515625;997.0;0.30367279052734375;2361.0;0.45731091499328613
245.0;0.0308530330657959;993.0;0.224318265914917;2341.0;0.49350404739379883
243.0;0.054222822189331055;1000.0;0.2408897876739502;2338.0;0.34644365310668945
241.0;0.04061627388000488;996.0;0.21750402450561523;2334.0;0.34610795974731445
242.0;0.021588802337646484;1004.0;0.1604290008544922;2340.0;0.27420592308044434
242.0;0.05476784706115723;1000.0;0.2962381839752197;2330.0;0.6333539485931396
246.0;0.029433012008666992;1010.0;0.181304931640625;2344.0;0.6351642608642578
241.0;0.03672599792480469;1007.0;0.14308905601501465;2340.0;0.6407523155212402
240.0;0.039186954498291016;1004.0;0.18541383743286133;2347.0;0.4605429172515869
239.0;0.02243208885192871;1005.0;0.3957078456878662;2338.0;0.31159329414367676
240.0;0.02460002899169922;1011.0;0.16762399673461914;2342.0;0.42259883880615234
238.0;0.0452120304107666;1007.0;0.1586155891418457;2336.0;0.3134322166442871
240.0;0.02180194854736328;1003.0;0.5091979503631592;2332.0;0.4587059020996094
240.0;0.031016826629638672;1006.0;0.36559414863586426;2320.0;0.643756628036499
245.0;0.04061484336853027;1006.0;0.199462890625;2345.0;0.5355961322784424
238.0;0.035902976989746094;1013.0;0.2174980640411377;2333.0;0.35518431663513184
239.0;0.026623964309692383;999.0;0.2162938117980957;2338.0;0.3508260250091553
248.0;0.03651714324951172;1003.0;0.16219496726989746;2323.0;0.49474096298217773
238.0;0.02431011199951172;1002.0;0.19774699211120605;2344.0;0.5311098098754883
239.0;0.05063295364379883;998.0;0.35089993476867676;2344.0;0.42023181915283203
244.0;0.02780318260192871;999.0;0.36763501167297363;2338.0;0.4958651065826416
237.0;0.03308606147766113;1010.0;0.14749598503112793;2347.0;0.2776918411254883
246.0;0.03146004676818848;994.0;0.8035242557525635;2353.0;0.3483741283416748
239.0;0.0294649600982666;1003.0;0.16647601127624512;2341.0;0.34781479835510254
238.0;0.03391695022583008;1005.0;0.24245309829711914;2317.0;0.3111999034881592
238.0;0.017667055130004883;1008.0;0.27472829818725586;2344.0;0.347322940826416
237.0;0.05488014221191406;1008.0;0.17433595657348633;2329.0;0.6399569511413574
246.0;0.02683115005493164;992.0;0.2320713996887207;2330.0;0.7789499759674072
237.0;0.03877687454223633;1013.0;0.42781710624694824;2344.0;0.5277941226959229
236.0;0.03614687919616699;998.0;0.29654383659362793;2324.0;0.5302331447601318
235.0;0.0312039852142334;1003.0;0.27086591720581055;2327.0;0.34732484817504883
238.0;0.04894280433654785;1009.0;0.16446495056152344;2329.0;0.6014189720153809
239.0;0.0480039119720459;997.0;0.2531089782714844;2345.0;0.42061901092529297
239.0;0.051657915115356445;997.0;0.18955302238464355;2340.0;0.639819860458374
245.0;0.03622603416442871;1009.0;0.22380495071411133;2344.0;0.565925121307373
243.0;0.03523421287536621;999.0;0.23963499069213867;2344.0;0.45754408836364746
236.0;0.028929710388183594;1008.0;0.2799839973449707;2336.0;0.7844030857086182
238.0;0.04660320281982422;996.0;0.2733299732208252;2355.0;0.5282459259033203
243.0;0.035781145095825195;1003.0;0.3855271339416504;2334.0;0.5326671600341797
245.0;0.01952195167541504;1005.0;0.5612947940826416;2322.0;0.6042838096618652
242.0;0.03824472427368164;996.0;0.27849388122558594;2339.0;0.31295108795166016
246.0;0.02420186996459961;1007.0;0.3882417678833008;2331.0;0.42136597633361816
240.0;0.0334019660949707;1007.0;0.6176671981811523;2348.0;0.7122340202331543
246.0;0.03787708282470703;1003.0;0.24166107177734375;2334.0;0.45838379859924316
239.0;0.028515100479125977;1012.0;0.2238619327545166;2343.0;0.5319900512695312
236.0;0.042675018310546875;1006.0;0.4214949607849121;2324.0;0.7840273380279541
243.0;0.024207115173339844;1008.0;0.2018280029296875;2331.0;0.5286498069763184
239.0;0.024090290069580078;1005.0;0.1583101749420166;2359.0;0.3839223384857178
244.0;0.030958175659179688;1006.0;0.27512121200561523;2355.0;0.49114203453063965
243.0;0.02156996726989746;994.0;0.7666969299316406;2327.0;0.8166747093200684
242.0;0.03784608840942383;1002.0;0.3732490539550781;2343.0;0.3858668804168701
239.0;0.04067707061767578;1002.0;0.20833468437194824;2343.0;0.6049342155456543
237.0;0.04444599151611328;1012.0;0.46399807929992676;2335.0;0.27865099906921387
242.0;0.05400204658508301;1000.0;0.15879511833190918;2330.0;0.6838009357452393
