5x5.results;5x5.times;10x10.results;10x10.times;15x15.results;15x15.times
292.0;0.2518329620361328;656.0;0.742210865020752;984.0;1.6284079551696777
294.0;0.28124499320983887;599.0;0.7466537952423096;982.0;1.647231101989746
292.0;0.25234103202819824;625.0;0.7414929866790771;993.0;1.6282129287719727
291.0;0.2812919616699219;621.0;0.7391417026519775;983.0;1.6347289085388184
291.0;0.25215601921081543;625.0;0.7425951957702637;956.0;1.6374967098236084
294.0;0.2521190643310547;654.0;0.7422349452972412;939.0;1.61421799659729
295.0;0.2519538402557373;634.0;0.7230169773101807;1004.0;1.673901081085205
291.0;0.2819850444793701;619.0;0.7618513107299805;1010.0;1.6307530403137207
297.0;0.25177884101867676;624.0;0.7407581806182861;978.0;1.6560149192810059
294.0;0.2852342128753662;602.0;0.7436418533325195;973.0;1.6406831741333008
295.0;0.27011704444885254;634.0;0.7251551151275635;984.0;1.6438109874725342
298.0;0.28241586685180664;612.0;0.747467041015625;971.0;1.6367781162261963
295.0;0.25180792808532715;610.0;0.7473258972167969;970.0;1.6379189491271973
291.0;0.2528250217437744;647.0;0.7424519062042236;988.0;1.6481561660766602
290.0;0.25168418884277344;621.0;0.7406210899353027;940.0;1.651153802871704
294.0;0.28303980827331543;619.0;0.7250401973724365;963.0;1.6373600959777832
293.0;0.2533857822418213;622.0;0.7531142234802246;949.0;1.6300830841064453
292.0;0.28551197052001953;627.0;0.7450010776519775;959.0;1.6435911655426025
292.0;0.25324177742004395;643.0;0.742948055267334;990.0;1.6791799068450928
292.0;0.2527928352355957;597.0;0.7255277633666992;995.0;1.6309492588043213
294.0;0.27870893478393555;598.0;0.7443051338195801;966.0;1.6543099880218506
291.0;0.2520761489868164;622.0;0.7569091320037842;984.0;1.6352150440216064
290.0;0.25444769859313965;639.0;0.7458450794219971;998.0;1.6517608165740967
290.0;0.28234076499938965;620.0;0.7227041721343994;983.0;1.7320899963378906
294.0;0.25351500511169434;633.0;0.7505779266357422;950.0;1.6337578296661377
295.0;0.2540621757507324;651.0;0.744204044342041;992.0;1.6475660800933838
294.0;0.2868669033050537;621.0;0.7460570335388184;970.0;1.6900880336761475
292.0;0.2536430358886719;612.0;0.745635986328125;930.0;1.6323270797729492
295.0;0.2543652057647705;621.0;0.7452380657196045;947.0;1.6409831047058105
294.0;0.28380894660949707;610.0;0.727935791015625;1004.0;1.648787021636963
293.0;0.2545909881591797;642.0;0.7635438442230225;965.0;1.6934130191802979
290.0;0.25508713722229004;630.0;0.7268118858337402;981.0;1.7121870517730713
294.0;0.28331899642944336;618.0;0.7532658576965332;998.0;1.6413829326629639
290.0;0.2542388439178467;624.0;0.74446702003479;1020.0;1.6360981464385986
297.0;0.253734827041626;619.0;0.7433290481567383;985.0;1.6800270080566406
290.0;0.2545609474182129;625.0;0.7461569309234619;954.0;1.6413078308105469
296.0;0.28589677810668945;643.0;0.7496979236602783;995.0;1.6384756565093994
293.0;0.25600719451904297;633.0;0.730330228805542;981.0;1.6929099559783936
291.0;0.28622889518737793;607.0;0.752446174621582;969.0;1.6927049160003662
294.0;0.2541019916534424;630.0;0.7493319511413574;984.0;1.6476459503173828
292.0;0.2606990337371826;643.0;0.7321147918701172;996.0;1.6509010791778564
292.0;0.25831103324890137;646.0;0.7695741653442383;956.0;1.6864700317382812
291.0;0.2932553291320801;626.0;0.7824602127075195;981.0;1.6751501560211182
295.0;0.25558018684387207;609.0;0.7313821315765381;967.0;1.6747691631317139
290.0;0.32276129722595215;620.0;0.7530410289764404;937.0;1.7019360065460205
297.0;0.3292970657348633;625.0;0.7510709762573242;965.0;1.6399080753326416
297.0;0.2886190414428711;599.0;0.7303149700164795;966.0;1.6682438850402832
296.0;0.29060983657836914;605.0;0.7773981094360352;988.0;1.6617798805236816
295.0;0.30185794830322266;633.0;0.7331650257110596;971.0;1.6850097179412842
295.0;0.31082820892333984;601.0;0.7558400630950928;1024.0;1.687446117401123
296.0;0.289334774017334;620.0;0.7536940574645996;988.0;1.680473804473877
294.0;0.2582578659057617;617.0;0.735943078994751;1000.0;1.6695821285247803
292.0;0.27344608306884766;617.0;0.7753190994262695;975.0;1.70304274559021
290.0;0.25983309745788574;621.0;0.7448909282684326;1005.0;1.6808381080627441
291.0;0.2953650951385498;613.0;0.7696831226348877;953.0;1.6406159400939941
291.0;0.2933309078216553;635.0;0.764672040939331;955.0;1.668346881866455
296.0;0.25721192359924316;629.0;0.7531769275665283;983.0;1.698760986328125
292.0;0.2606801986694336;626.0;0.7549757957458496;973.0;1.6695969104766846
